id,name,latitude,longitude,address,city,state,postcode,country,power_kw,connector_types,access_type,operator,network,status
253491,Shell Recharge/Ubitricity,51.50908,-0.143872,null,London,,W1J 8NR,,5.0,,Unknown,Unknown,Unknown,Unknown
253042,22 Caxton Street,51.498522,-0.13584,22 Caxton Street,London,,SW1H 0QU,,3.7,,Unknown,Unknown,Unknown,Unknown
136293,Adeline Pl 15,51.517603,-0.129837,Adeline Pl 15,London,,WC1B 3AJ,,3.7,,Unknown,Unknown,Unknown,Unknown
253548,Temple Place site 2,51.511407,-0.112471,Temple Place site 2,Westminster,,WC2R 2PG,,7.0,,Unknown,Unknown,Unknown,Unknown
253603,Opp.,51.512568,-0.142311,Opp.,London,,W1S 2AT,,5.0,,Unknown,Unknown,Unknown,Unknown
136295,Adeline Pl 12,51.517782,-0.130023,Adeline Pl 12,London,,WC1B 3AJ,,3.7,,Unknown,Unknown,Unknown,Unknown
252927,27 Great Peter Street,51.496896,-0.127436,27 Great Peter Street,London,,SW1P 3LN,,3.7,,Unknown,Unknown,Unknown,Unknown
43412,"Lincolns Inn Fields, Westminster",51.5152860135492,-0.116643905639648,Lincolns Inn Fields,London,,WC2A 3PE,,7.0,,Unknown,Unknown,Unknown,Unknown
252924,Great Peter St 31,51.496887,-0.127973,Great Peter St 31,London,,SW1P 3NQ,,3.7,,Unknown,Unknown,Unknown,Unknown
252926,Great Peter St 41,51.496895,-0.128714,Great Peter St 41,London,,SW1P 3LT,,3.7,,Unknown,Unknown,Unknown,Unknown
126177,Westminster-Lincoln's Inn Fields,51.515375,-0.116745,Lincoln's Inn Fields,Westminster,London,WC2A 3PE,,7.0,,Unknown,Unknown,Unknown,Unknown
268058,Stephens Street,51.517475,-0.133047,Stephens Street,Camden Town,,W1T 1AL,,22.0,,Unknown,Unknown,Unknown,Unknown
252921,Great Peter St 16,51.496866,-0.129591,Great Peter St 16,London,,SW1P 2BX,,3.7,,Unknown,Unknown,Unknown,Unknown
